snippetList_name2 - album2_life-after-youv2_cut1mobile.wav_stft.txt_vectors.txt
9 7 8 28
9 22 8 28
9 25 15 28
9 9 19 28
9 18 23 28
9 28 26 28
9 7 34 28
35 22 8 28
35 52 8 28
35 35 9 28
35 25 15 28
35 52 15 28
35 45 16 28
35 40 17 28
35 18 23 28
35 43 25 28
35 28 26 28
35 52 29 28
122 120 5 28
122 127 8 28
122 125 9 28
122 105 10 28
122 116 13 28
122 125 18 28
122 124 22 28
122 103 23 28
122 124 27 28
122 111 30 28
122 123 32 28
122 124 33 28
122 125 34 28
18 7 7 29
18 22 7 29
18 35 8 29
18 25 14 29
18 9 18 29
18 18 22 29
18 28 25 29
18 7 33 29
95 78 5 29
95 97 6 29
95 105 9 29
95 86 10 29
95 88 15 29
95 75 19 29
95 103 22 29
95 95 23 29
95 111 29 29
52 52 6 30
52 35 7 30
52 56 9 30
52 52 13 30
52 45 14 30
52 40 15 30
52 67 15 30
52 60 17 30
52 63 17 30
52 43 23 30
52 68 23 30
52 68 24 30
52 59 25 30
52 52 27 30
52 64 27 30
52 60 29 30
52 62 32 30
121 127 6 30
121 125 7 30
121 105 8 30
121 116 11 30
121 125 16 30
121 124 20 30
121 103 21 30
121 124 25 30
121 111 28 30
121 123 30 30
121 124 31 30
121 125 32 30
9 7 5 31
9 22 5 31
9 25 12 31
9 9 16 31
9 18 20 31
9 28 23 31
9 7 31 31
95 105 7 31
95 86 8 31
95 88 13 31
95 75 17 31
95 103 20 31
95 95 21 31
95 111 27 31
95 110 34 31
120 105 5 33
120 116 8 33
120 125 13 33
120 124 17 33
120 103 18 33
120 124 22 33
120 111 25 33
120 123 27 33
120 124 28 33
120 125 29 33
120 110 32 33
78 86 5 34
78 88 10 34
78 67 11 34
78 60 13 34
78 63 13 34
78 75 14 34
78 95 18 34
78 68 19 34
78 68 20 34
78 59 21 34
78 64 23 34
78 60 25 34
78 62 28 34
97 116 6 35
97 88 9 35
97 103 16 35
97 95 17 35
97 111 23 35
97 110 30 35
7 25 7 36
7 9 11 36
7 18 15 36
7 7 26 36
22 25 7 36
22 40 9 36
22 9 11 36
22 18 15 36
22 28 18 36
22 7 26 36
52 52 7 36
52 45 8 36
52 40 9 36
52 67 9 36
52 60 11 36
52 63 11 36
52 43 17 36
52 68 17 36
52 68 18 36
52 59 19 36
52 52 21 36
52 64 21 36
52 60 23 36
52 62 26 36
72 52 7 36
72 88 8 36
72 67 9 36
72 60 11 36
72 63 11 36
72 75 12 36
72 68 17 36
72 68 18 36
72 59 19 36
72 52 21 36
72 64 21 36
72 60 23 36
72 62 26 36
127 116 5 36
127 125 10 36
127 124 14 36
127 124 19 36
127 111 22 36
127 123 24 36
127 124 25 36
127 125 26 36
127 110 29 36
35 25 6 37
35 52 6 37
35 45 7 37
35 40 8 37
35 18 14 37
35 43 16 37
35 28 17 37
35 52 20 37
125 125 9 37
125 124 13 37
125 124 18 37
125 111 21 37
125 123 23 37
125 124 24 37
125 125 25 37
125 110 28 37
105 88 6 38
105 124 12 38
105 103 13 38
105 95 14 38
105 124 17 38
105 111 20 38
105 123 22 38
105 124 23 38
105 110 27 38
56 45 5 39
56 40 6 39
56 67 6 39
56 60 8 39
56 63 8 39
56 75 9 39
56 43 14 39
56 68 14 39
56 68 15 39
56 59 16 39
56 52 18 39
56 64 18 39
56 60 20 39
56 62 23 39
86 88 5 39
86 67 6 39
86 75 9 39
86 103 12 39
86 95 13 39
86 68 14 39
86 68 15 39
116 125 5 41
116 124 9 41
116 103 10 41
116 124 14 41
116 111 17 41
116 123 19 41
116 124 20 41
116 125 21 41
116 110 24 41
25 18 8 43
25 43 10 43
25 28 11 43
25 7 19 43
52 43 10 43
52 68 10 43
52 68 11 43
52 59 12 43
52 52 14 43
52 64 14 43
52 60 16 43
52 62 19 43
52 69 34 43
45 43 9 44
45 28 10 44
45 59 11 44
45 52 13 44
45 64 13 44
45 60 15 44
45 62 18 44
45 60 34 44
88 103 7 44
88 95 8 44
88 68 9 44
88 68 10 44
88 69 33 44
88 75 34 44
40 43 8 45
40 28 9 45
40 59 10 45
40 52 12 45
67 68 8 45
67 68 9 45
67 59 10 45
67 52 12 45
67 64 12 45
67 60 14 45
67 62 17 45
67 69 32 45
67 60 33 45
67 75 33 45
125 124 9 46
125 111 12 46
125 123 14 46
125 124 15 46
125 125 16 46
125 110 19 46
9 28 7 47
9 7 15 47
9 12 31 47
9 18 31 47
9 9 33 47
9 2 34 47
60 43 6 47
60 68 6 47
60 68 7 47
60 59 8 47
60 52 10 47
60 64 10 47
60 60 12 47
60 62 15 47
60 69 30 47
60 60 31 47
60 75 31 47
63 43 6 47
63 68 6 47
63 68 7 47
63 59 8 47
63 52 10 47
63 64 10 47
63 60 12 47
63 62 15 47
63 69 30 47
63 60 31 47
63 75 31 47
75 68 5 48
75 68 6 48
75 59 7 48
75 64 9 48
75 60 11 48
75 62 14 48
75 69 29 48
75 60 30 48
75 75 30 48
75 85 33 48
124 124 5 50
124 111 8 50
124 123 10 50
124 124 11 50
124 125 12 50
124 110 15 50
124 121 32 50
124 119 33 50
124 117 34 50
18 7 11 51
18 12 27 51
18 18 27 51
18 9 29 51
18 2 30 51
18 22 31 51
18 3 32 51
18 7 32 51
18 3 33 51
18 7 33 51
103 111 7 51
103 110 14 51
103 85 30 51
103 121 31 51
103 119 32 51
103 117 33 51
95 111 6 52
95 110 13 52
95 75 26 52
95 85 29 52
43 60 6 53
43 62 9 53
43 60 25 53
43 52 29 53
43 59 30 53
43 32 33 53
68 60 6 53
68 62 9 53
68 69 24 53
68 60 25 53
68 75 25 53
68 85 28 53
68 52 29 53
68 59 30 53
68 70 33 53
28 12 24 54
28 18 24 54
28 9 26 54
28 22 28 54
28 8 32 54
28 19 32 54
28 32 32 54
28 11 33 54
28 28 34 54
28 35 34 54
68 60 5 54
68 62 8 54
68 69 23 54
68 60 24 54
68 75 24 54
68 85 27 54
68 52 28 54
68 59 29 54
68 70 32 54
59 62 7 55
59 69 22 55
59 60 23 55
59 75 23 55
59 52 27 55
59 59 28 55
59 70 31 55
124 123 5 55
124 124 6 55
124 125 7 55
124 110 10 55
124 121 27 55
124 119 28 55
124 117 29 55
124 112 33 55
52 62 5 57
52 69 20 57
52 60 21 57
52 52 25 57
52 59 26 57
52 32 29 57
52 70 29 57
52 35 31 57
52 41 33 57
52 64 33 57
64 62 5 57
64 69 20 57
64 60 21 57
64 75 21 57
64 52 25 57
64 59 26 57
64 70 29 57
64 64 33 57
111 110 7 58
111 121 24 58
111 119 25 58
111 117 26 58
111 112 30 58
111 106 34 58
60 69 18 59
60 60 19 59
60 75 19 59
60 52 23 59
60 59 24 59
60 70 27 59
60 41 31 59
60 64 31 59
60 52 33 59
123 110 5 60
123 121 22 60
123 119 23 60
123 117 24 60
123 112 28 60
123 106 32 60
124 121 21 61
124 119 22 61
124 117 23 61
124 112 27 61
124 106 31 61
7 12 16 62
7 18 16 62
7 9 18 62
7 2 19 62
7 22 20 62
7 3 21 62
7 7 21 62
7 3 22 62
7 7 22 62
7 8 24 62
7 19 24 62
7 11 25 62
7 17 28 62
7 12 30 62
62 69 15 62
62 60 16 62
62 75 16 62
62 52 20 62
62 59 21 62
62 70 24 62
62 64 28 62
62 52 30 62
125 121 20 62
125 119 21 62
125 117 22 62
125 112 26 62
125 106 30 62
110 121 17 65
110 119 18 65
110 117 19 65
110 112 23 65
110 106 27 65
69 52 5 77
69 59 6 77
69 70 9 77
69 64 13 77
69 52 15 77
12 3 5 78
12 7 5 78
12 3 6 78
12 7 6 78
12 8 8 78
12 19 8 78
12 11 9 78
12 28 10 78
12 17 12 78
12 12 14 78
12 29 14 78
18 3 5 78
18 7 5 78
18 3 6 78
18 7 6 78
18 8 8 78
18 19 8 78
18 32 8 78
18 11 9 78
18 28 10 78
18 35 10 78
18 17 12 78
18 12 14 78
18 29 14 78
60 59 5 78
60 70 8 78
60 41 12 78
60 64 12 78
60 52 14 78
75 59 5 78
75 70 8 78
75 64 12 78
9 8 6 80
9 19 6 80
9 11 7 80
9 28 8 80
9 17 10 80
9 12 12 80
2 8 5 81
2 19 5 81
2 11 6 81
2 17 9 81
2 12 11 81
85 70 5 81
22 11 5 82
22 28 6 82
22 35 6 82
22 17 8 82
22 41 8 82
22 12 10 82
22 29 10 82
52 35 6 82
52 41 8 82
52 64 8 82
52 52 10 82
121 112 6 82
121 106 10 82
3 17 7 83
3 12 9 83
7 17 7 83
7 12 9 83
59 41 7 83
59 64 7 83
59 52 9 83
119 112 5 83
119 106 9 83
3 17 6 84
3 12 8 84
7 17 6 84
7 12 8 84
117 106 8 84
8 12 6 86
19 12 6 86
19 29 6 86
32 12 6 86
32 29 6 86
70 52 6 86
11 12 5 87
11 29 5 87
snippetList_name2 - album2_uptown-funkv2_cut3.wav_stft.txt_vectors.txt
73 75 5 0
73 69 8 0
73 69 10 0
73 85 14 0
73 68 21 0
73 56 24 0
73 86 24 0
73 53 29 0
73 65 29 0
0 13 8 1
0 9 14 1
0 8 18 1
0 18 29 1
74 69 7 1
74 69 9 1
74 85 13 1
74 68 20 1
74 56 23 1
74 86 23 1
74 65 28 1
74 67 34 1
31 30 6 2
31 31 6 2
31 13 7 2
31 30 8 2
31 20 17 2
31 32 17 2
31 42 18 2
31 28 19 2
31 40 19 2
31 42 21 2
31 41 23 2
31 22 26 2
31 18 28 2
31 31 28 2
31 42 29 2
31 30 31 2
31 36 32 2
52 69 5 3
52 69 7 3
52 32 16 3
52 42 17 3
52 40 18 3
52 68 18 3
52 42 20 3
52 56 21 3
52 41 22 3
52 53 26 3
52 65 26 3
52 42 28 3
52 36 31 3
52 67 32 3
90 101 6 3
90 97 8 3
90 85 11 3
90 96 16 3
90 86 21 3
44 30 6 4
44 32 15 4
44 42 16 4
44 28 17 4
44 40 17 4
44 42 19 4
44 56 20 4
44 41 21 4
44 53 25 4
44 31 26 4
44 42 27 4
44 30 29 4
44 36 30 4
44 29 34 4
44 31 34 4
76 69 6 4
76 85 10 4
76 68 17 4
76 56 20 4
76 86 20 4
76 65 25 4
76 67 31 4
30 30 5 5
30 20 14 5
30 32 14 5
30 42 15 5
30 28 16 5
30 40 16 5
30 42 18 5
30 41 20 5
30 22 23 5
30 18 25 5
30 31 25 5
30 42 26 5
30 30 28 5
30 36 29 5
30 13 32 5
30 29 33 5
30 31 33 5
44 30 5 5
44 32 14 5
44 42 15 5
44 28 16 5
44 40 16 5
44 42 18 5
44 56 19 5
44 41 20 5
44 53 24 5
44 31 25 5
44 42 26 5
44 30 28 5
44 36 29 5
44 29 33 5
44 31 33 5
75 69 5 5
75 85 9 5
75 68 16 5
75 56 19 5
75 86 19 5
75 65 24 5
75 67 30 5
30 20 11 8
30 32 11 8
30 42 12 8
30 28 13 8
30 40 13 8
30 42 15 8
30 41 17 8
30 22 20 8
30 18 22 8
30 31 22 8
30 42 23 8
30 30 25 8
30 36 26 8
30 13 29 8
30 29 30 8
30 31 30 8
30 29 32 8
30 31 32 8
30 19 33 8
30 43 33 8
30 11 34 8
31 20 11 8
31 32 11 8
31 42 12 8
31 28 13 8
31 40 13 8
31 42 15 8
31 41 17 8
31 22 20 8
31 18 22 8
31 31 22 8
31 42 23 8
31 30 25 8
31 36 26 8
31 13 29 8
31 29 30 8
31 31 30 8
31 29 32 8
31 31 32 8
31 19 33 8
31 43 33 8
31 11 34 8
69 85 6 8
69 68 13 8
69 56 16 8
69 86 16 8
69 53 21 8
69 65 21 8
69 67 27 8
69 87 32 8
69 70 33 8
13 9 6 9
13 8 10 9
13 20 10 9
13 32 10 9
13 28 12 9
13 22 19 9
13 18 21 9
13 31 21 9
13 30 24 9
13 0 27 9
13 3 27 9
13 13 28 9
13 29 29 9
13 31 29 9
13 29 31 9
13 31 31 9
13 19 32 9
13 11 33 9
101 85 5 9
101 120 7 9
101 116 8 9
101 96 10 9
101 86 15 9
101 119 16 9
101 115 17 9
101 120 18 9
101 111 25 9
101 116 27 9
101 106 29 9
101 87 31 9
101 83 34 9
30 20 9 10
30 32 9 10
30 42 10 10
30 28 11 10
30 40 11 10
30 42 13 10
30 41 15 10
30 22 18 10
30 18 20 10
30 31 20 10
30 42 21 10
30 30 23 10
30 36 24 10
30 13 27 10
30 29 28 10
30 31 28 10
30 29 30 10
30 31 30 10
30 19 31 10
30 43 31 10
30 11 32 10
69 68 11 10
69 56 14 10
69 86 14 10
69 53 19 10
69 65 19 10
69 67 25 10
69 87 30 10
69 70 31 10
69 83 33 10
97 116 6 11
97 96 8 11
97 86 13 11
97 115 15 11
97 111 23 11
97 116 25 11
97 106 27 11
97 87 29 11
97 83 32 11
114 96 6 13
114 119 12 13
114 115 13 13
114 120 14 13
114 125 17 13
114 127 17 13
114 126 19 13
114 127 19 13
114 123 20 13
114 111 21 13
114 116 23 13
114 106 25 13
114 125 26 13
114 127 30 13
85 96 5 14
85 68 7 14
85 86 10 14
85 65 15 14
85 67 21 14
85 87 26 14
85 70 27 14
85 83 29 14
85 69 31 14
85 80 32 14
9 28 6 15
9 22 13 15
9 18 15 15
9 0 21 15
9 3 21 15
9 13 22 15
9 19 26 15
9 11 27 15
9 14 31 15
121 119 10 15
121 115 11 15
121 120 12 15
121 125 15 15
121 127 15 15
121 126 17 15
121 127 17 15
121 123 18 15
121 111 19 15
121 116 21 15
121 106 23 15
121 125 24 15
121 127 28 15
120 119 9 16
120 115 10 16
120 120 11 16
120 125 14 16
120 127 14 16
120 126 16 16
120 127 16 16
120 123 17 16
120 111 18 16
120 116 20 16
120 106 22 16
120 125 23 16
120 127 27 16
116 119 8 17
116 115 9 17
116 120 10 17
116 125 13 17
116 127 13 17
116 126 15 17
116 127 15 17
116 123 16 17
116 111 17 17
116 116 19 17
116 106 21 17
116 125 22 17
116 127 26 17
116 127 34 17
8 22 9 19
8 18 11 19
8 0 17 19
8 3 17 19
8 13 18 19
8 19 22 19
8 11 23 19
8 14 27 19
8 27 31 19
20 22 9 19
20 18 11 19
20 31 11 19
20 30 14 19
20 36 15 19
20 0 17 19
20 3 17 19
20 13 18 19
20 29 19 19
20 31 19 19
20 29 21 19
20 31 21 19
20 19 22 19
20 11 23 19
20 34 26 19
20 14 27 19
20 31 30 19
20 27 31 19
32 41 6 19
32 22 9 19
32 18 11 19
32 31 11 19
32 42 12 19
32 30 14 19
32 36 15 19
32 13 18 19
32 29 19 19
32 31 19 19
32 29 21 19
32 31 21 19
32 19 22 19
32 43 22 19
32 34 26 19
32 14 27 19
32 47 27 19
32 31 30 19
32 27 31 19
32 50 31 19
32 46 32 19
96 86 5 19
96 115 7 19
96 111 15 19
96 106 19 19
96 87 21 19
96 83 24 19
96 80 27 19
96 81 31 19
42 41 5 20
42 22 8 20
42 53 9 20
42 31 10 20
42 42 11 20
42 30 13 20
42 36 14 20
42 29 18 20
42 31 18 20
42 29 20 20
42 31 20 20
42 43 21 20
42 34 25 20
42 47 26 20
42 31 29 20
42 27 30 20
42 50 30 20
42 46 31 20
42 53 32 20
28 22 7 21
28 18 9 21
28 31 9 21
28 42 10 21
28 30 12 21
28 36 13 21
28 13 16 21
28 29 17 21
28 31 17 21
28 29 19 21
28 31 19 21
28 19 20 21
28 43 20 21
28 11 21 21
28 34 24 21
28 14 25 21
28 47 25 21
28 31 28 21
28 27 29 21
28 46 30 21
40 22 7 21
40 53 8 21
40 31 9 21
40 42 10 21
40 30 12 21
40 36 13 21
40 29 17 21
40 31 17 21
40 29 19 21
40 31 19 21
40 43 20 21
40 34 24 21
40 47 25 21
40 31 28 21
40 27 29 21
40 50 29 21
40 46 30 21
40 53 31 21
68 53 8 21
68 65 8 21
68 67 14 21
68 87 19 21
68 70 20 21
68 83 22 21
68 69 24 21
68 80 25 21
68 50 29 21
68 81 29 21
68 71 30 21
68 53 31 21
42 22 5 23
42 53 6 23
42 31 7 23
42 42 8 23
42 30 10 23
42 36 11 23
42 29 15 23
42 31 15 23
42 29 17 23
42 31 17 23
42 43 18 23
42 34 22 23
42 47 23 23
42 31 26 23
42 27 27 23
42 50 27 23
42 46 28 23
42 53 29 23
56 53 5 24
56 65 5 24
56 42 7 24
56 36 10 24
56 67 11 24
56 43 17 24
56 70 17 24
56 69 21 24
56 47 22 24
56 50 26 24
56 46 27 24
56 71 27 24
56 53 28 24
86 67 11 24
86 87 16 24
86 70 17 24
86 83 19 24
86 69 21 24
86 80 22 24
86 81 26 24
86 71 27 24
86 102 30 24
86 93 33 24
41 31 5 25
41 42 6 25
41 30 8 25
41 36 9 25
41 29 13 25
41 31 13 25
41 29 15 25
41 31 15 25
41 43 16 25
41 34 20 25
41 47 21 25
41 31 24 25
41 27 25 25
41 50 25 25
41 46 26 25
41 53 27 25
119 125 5 25
119 127 5 25
119 126 7 25
119 127 7 25
119 123 8 25
119 111 9 25
119 116 11 25
119 106 13 25
119 125 14 25
119 127 18 25
119 127 26 25
119 127 27 25
119 102 29 25
119 125 30 25
119 127 30 25
115 126 6 26
115 127 6 26
115 123 7 26
115 111 8 26
115 116 10 26
115 106 12 26
115 125 13 26
115 127 17 26
115 127 25 26
115 127 26 26
115 102 28 26
115 125 29 26
115 127 29 26
120 126 5 27
120 127 5 27
120 123 6 27
120 111 7 27
120 116 9 27
120 106 11 27
120 125 12 27
120 127 16 27
120 127 24 27
120 127 25 27
120 102 27 27
120 125 28 27
120 127 28 27
22 30 5 28
22 36 6 28
22 3 8 28
22 13 9 28
22 29 10 28
22 31 10 28
22 29 12 28
22 31 12 28
22 19 13 28
22 11 14 28
22 34 17 28
22 14 18 28
22 31 21 28
22 27 22 28
22 6 31 28
22 7 31 28
22 23 34 28
53 36 5 29
53 67 6 29
53 43 12 29
53 70 12 29
53 34 16 29
53 69 16 29
53 47 17 29
53 50 21 29
53 46 22 29
53 71 22 29
53 53 23 29
53 64 33 29
65 67 6 29
65 70 12 29
65 83 14 29
65 69 16 29
65 47 17 29
65 80 17 29
65 50 21 29
65 81 21 29
65 46 22 29
65 71 22 29
65 53 23 29
65 64 33 29
18 0 6 30
18 3 6 30
18 13 7 30
18 29 8 30
18 31 8 30
18 29 10 30
18 31 10 30
18 19 11 30
18 11 12 30
18 34 15 30
18 14 16 30
18 31 19 30
18 27 20 30
18 1 29 30
18 6 29 30
18 7 29 30
18 23 32 30
18 15 33 30
18 18 34 30
31 13 7 30
31 29 8 30
31 31 8 30
31 29 10 30
31 31 10 30
31 19 11 30
31 43 11 30
31 11 12 30
31 34 15 30
31 14 16 30
31 47 16 30
31 31 19 30
31 27 20 30
31 50 20 30
31 46 21 30
31 23 32 30
31 15 33 30
31 18 34 30
125 116 6 30
125 106 8 30
125 125 9 30
125 127 13 30
125 127 21 30
125 127 22 30
125 125 25 30
125 127 25 30
127 116 6 30
127 125 9 30
127 127 13 30
127 127 21 30
127 127 22 30
127 125 25 30
127 127 25 30
42 29 7 31
42 31 7 31
42 29 9 31
42 31 9 31
42 43 10 31
42 34 14 31
42 47 15 31
42 31 18 31
42 27 19 31
42 50 19 31
42 46 20 31
42 53 21 31
42 23 31 31
42 60 33 31
42 46 34 31
126 106 6 32
126 125 7 32
126 127 11 32
126 127 19 32
126 127 20 32
126 125 23 32
126 127 23 32
127 125 7 32
127 127 11 32
127 127 19 32
127 127 20 32
127 125 23 32
127 127 23 32
30 29 5 33
30 31 5 33
30 29 7 33
30 31 7 33
30 19 8 33
30 43 8 33
30 11 9 33
30 34 12 33
30 14 13 33
30 47 13 33
30 31 16 33
30 27 17 33
30 46 18 33
30 23 29 33
30 15 30 33
30 18 31 33
30 46 32 33
123 106 5 33
123 125 6 33
123 127 10 33
123 127 18 33
123 127 19 33
123 125 22 33
123 127 22 33
36 29 6 34
36 31 6 34
36 19 7 34
36 43 7 34
36 34 11 34
36 47 12 34
36 31 15 34
36 27 16 34
36 50 16 34
36 46 17 34
36 53 18 34
36 23 28 34
36 18 30 34
36 46 31 34
111 125 5 34
111 127 9 34
111 127 17 34
111 127 18 34
111 102 20 34
111 125 21 34
111 127 21 34
111 93 23 34
111 92 31 34
111 123 34 34
111 127 34 34
67 70 6 35
67 83 8 35
67 69 10 35
67 47 11 35
67 80 11 35
67 50 15 35
67 81 15 35
67 71 16 35
67 53 17 35
67 64 27 35
67 60 29 35
67 63 29 35
0 19 5 36
0 11 6 36
0 14 10 36
0 1 23 36
0 6 23 36
0 7 23 36
0 15 27 36
0 18 28 36
3 19 5 36
3 11 6 36
3 14 10 36
3 1 23 36
3 6 23 36
3 7 23 36
3 15 27 36
3 18 28 36
116 127 7 36
116 127 15 36
116 127 16 36
116 102 18 36
116 125 19 36
116 127 19 36
116 123 32 36
116 127 32 36
13 11 5 37
13 14 9 37
13 31 12 37
13 27 13 37
13 1 22 37
13 6 22 37
13 7 22 37
13 23 25 37
13 15 26 37
13 18 27 37
29 34 7 38
29 14 8 38
29 47 8 38
29 31 11 38
29 27 12 38
29 46 13 38
29 23 24 38
29 15 25 38
29 18 26 38
29 46 27 38
31 34 7 38
31 14 8 38
31 47 8 38
31 31 11 38
31 27 12 38
31 50 12 38
31 46 13 38
31 23 24 38
31 15 25 38
31 18 26 38
31 46 27 38
106 102 16 38
106 125 17 38
106 93 19 38
106 90 21 38
106 92 27 38
106 123 30 38
125 127 12 39
125 127 13 39
125 125 16 39
125 127 16 39
125 123 29 39
125 127 29 39
125 122 34 39
125 127 34 39
29 34 5 40
29 14 6 40
29 47 6 40
29 31 9 40
29 27 10 40
29 46 11 40
29 23 22 40
29 15 23 40
29 18 24 40
29 46 25 40
31 34 5 40
31 14 6 40
31 47 6 40
31 31 9 40
31 27 10 40
31 50 10 40
31 46 11 40
31 23 22 40
31 15 23 40
31 18 24 40
31 46 25 40
87 69 5 40
87 80 6 40
87 81 10 40
87 71 11 40
87 102 14 40
87 93 17 40
87 90 19 40
87 92 25 40
19 14 5 41
19 31 8 41
19 27 9 41
19 1 18 41
19 6 18 41
19 7 18 41
19 23 21 41
19 15 22 41
19 18 23 41
43 47 5 41
43 31 8 41
43 27 9 41
43 50 9 41
43 46 10 41
43 53 11 41
43 23 21 41
43 60 23 41
43 46 24 41
70 80 5 41
70 50 9 41
70 81 9 41
70 71 10 41
70 53 11 41
70 64 21 41
70 60 23 41
70 63 23 41
11 27 8 42
11 1 17 42
11 6 17 42
11 7 17 42
11 23 20 42
11 15 21 42
11 18 22 42
83 81 7 43
83 71 8 43
83 102 11 43
83 93 14 43
83 90 16 43
83 64 19 43
83 63 21 43
83 92 22 43
127 127 8 43
127 127 9 43
127 125 12 43
127 127 12 43
127 123 25 43
127 127 25 43
127 122 30 43
127 127 30 43
127 116 33 43
127 123 34 43
34 27 5 45
34 50 5 45
34 46 6 45
34 53 7 45
34 23 17 45
34 15 18 45
34 18 19 45
34 46 20 45
34 34 34 45
69 50 5 45
69 81 5 45
69 71 6 45
69 53 7 45
69 64 17 45
69 60 19 45
69 63 19 45
14 1 13 46
14 6 13 46
14 7 13 46
14 23 16 46
14 15 17 46
14 18 18 46
47 46 5 46
47 53 6 46
47 64 16 46
47 60 18 46
47 63 18 46
47 46 19 46
47 34 33 46
80 71 5 46
80 93 11 46
80 90 13 46
80 64 16 46
80 60 18 46
80 63 18 46
80 92 19 46
80 98 33 46
31 23 13 49
31 15 14 49
31 18 15 49
31 46 16 49
31 34 30 49
27 7 9 50
27 23 12 50
27 15 13 50
27 18 14 50
27 46 15 50
27 34 29 50
27 13 34 50
50 64 12 50
50 60 14 50
50 63 14 50
50 46 15 50
50 34 29 50
81 93 7 50
81 90 9 50
81 64 12 50
81 63 14 50
81 92 15 50
81 98 29 50
46 64 11 51
46 60 13 51
46 63 13 51
46 46 14 51
46 34 28 51
71 90 8 51
71 64 11 51
71 60 13 51
71 63 13 51
127 123 17 51
127 127 17 51
127 122 22 51
127 127 22 51
127 116 25 51
127 123 26 51
127 121 27 51
127 123 29 51
127 125 30 51
127 127 30 51
127 123 31 51
127 125 32 51
53 64 10 52
53 60 12 52
53 63 12 52
53 46 13 52
53 34 27 52
53 51 34 52
127 123 16 52
127 127 16 52
127 122 21 52
127 127 21 52
127 116 24 52
127 123 25 52
127 121 26 52
127 123 28 52
127 125 29 52
127 127 29 52
127 123 30 52
127 125 31 52
127 118 34 52
102 90 5 54
102 92 11 54
102 116 22 54
102 121 24 54
102 98 25 54
102 105 31 54
102 118 32 54
102 120 33 54
125 123 13 55
125 127 13 55
125 122 18 55
125 127 18 55
125 116 21 55
125 123 22 55
125 121 23 55
125 123 25 55
125 125 26 55
125 127 26 55
125 123 27 55
125 125 28 55
125 105 30 55
125 118 31 55
125 120 32 55
125 125 34 55
125 127 34 55
127 123 13 55
127 127 13 55
127 122 18 55
127 127 18 55
127 116 21 55
127 123 22 55
127 121 23 55
127 123 25 55
127 125 26 55
127 127 26 55
127 123 27 55
127 125 28 55
127 118 31 55
127 120 32 55
127 125 34 55
127 127 34 55
93 92 8 57
93 98 22 57
93 105 28 57
1 18 5 59
1 13 25 59
1 2 27 59
1 13 30 59
6 18 5 59
6 13 25 59
6 2 27 59
6 13 30 59
7 18 5 59
7 13 25 59
7 2 27 59
7 13 30 59
90 92 6 59
90 98 20 59
90 105 26 59
23 34 17 62
23 13 22 62
23 13 27 62
23 12 32 62
23 29 32 62
64 51 24 62
64 54 32 62
15 34 16 63
15 13 21 63
15 2 23 63
15 13 26 63
15 12 31 63
15 29 31 63
18 34 15 64
18 13 20 64
18 2 22 64
18 13 25 64
18 12 30 64
18 29 30 64
60 51 22 64
60 54 30 64
63 51 22 64
63 54 30 64
46 34 14 65
46 51 21 65
46 29 29 65
46 54 29 65
46 28 34 65
46 34 34 65
92 98 14 65
92 105 20 65
123 122 5 68
123 127 5 68
123 116 8 68
123 123 9 68
123 121 10 68
123 123 12 68
123 125 13 68
123 127 13 68
123 123 14 68
123 125 15 68
123 105 17 68
123 118 18 68
123 120 19 68
123 125 21 68
123 127 21 68
123 122 26 68
123 127 26 68
123 122 29 68
123 123 30 68
123 123 31 68
123 127 31 68
123 114 34 68
123 127 34 68
127 122 5 68
127 127 5 68
127 116 8 68
127 123 9 68
127 121 10 68
127 123 12 68
127 125 13 68
127 127 13 68
127 123 14 68
127 125 15 68
127 118 18 68
127 120 19 68
127 125 21 68
127 127 21 68
127 122 26 68
127 127 26 68
127 122 29 68
127 123 30 68
127 123 31 68
127 127 31 68
127 114 34 68
127 127 34 68
122 121 5 73
122 123 7 73
122 125 8 73
122 127 8 73
122 123 9 73
122 125 10 73
122 105 12 73
122 118 13 73
122 120 14 73
122 125 16 73
122 127 16 73
122 122 21 73
122 127 21 73
122 122 24 73
122 123 25 73
122 123 26 73
122 127 26 73
122 114 29 73
122 127 29 73
122 123 30 73
122 122 31 73
127 121 5 73
127 123 7 73
127 125 8 73
127 127 8 73
127 123 9 73
127 125 10 73
127 118 13 73
127 120 14 73
127 125 16 73
127 127 16 73
127 122 21 73
127 127 21 73
127 122 24 73
127 123 25 73
127 123 26 73
127 127 26 73
127 114 29 73
127 127 29 73
127 123 30 73
127 122 31 73
116 125 5 76
116 127 5 76
116 123 6 76
116 125 7 76
116 105 9 76
116 118 10 76
116 120 11 76
116 125 13 76
116 127 13 76
116 122 18 76
116 127 18 76
116 122 21 76
116 123 22 76
116 123 23 76
116 127 23 76
116 98 24 76
116 114 26 76
116 127 26 76
116 123 27 76
116 122 28 76
116 101 31 76
116 100 34 76
123 123 5 77
123 125 6 77
123 105 8 77
123 118 9 77
123 120 10 77
123 125 12 77
123 127 12 77
123 122 17 77
123 127 17 77
123 122 20 77
123 123 21 77
123 123 22 77
123 127 22 77
123 114 25 77
123 127 25 77
123 123 26 77
123 122 27 77
121 125 5 78
121 105 7 78
121 118 8 78
121 120 9 78
121 125 11 78
121 127 11 78
121 122 16 78
121 127 16 78
121 122 19 78
121 123 20 78
121 123 21 78
121 127 21 78
