snippetList_name2 - album2_life-after-youv2_cut1mobile.wav_stft.txt_vectors.txt
3 21 21 16
3 0 24 16
3 6 24 16
3 2 25 16
3 3 25 16
3 7 25 16
3 21 25 16
3 21 28 16
3 16 30 16
3 22 34 16
63 57 7 17
63 79 7 17
63 61 8 17
63 71 10 17
63 66 12 17
63 66 13 17
63 73 14 17
63 67 15 17
63 70 16 17
63 79 19 17
63 45 23 17
63 71 23 17
63 48 24 17
63 63 28 17
63 43 32 17
63 53 33 17
63 65 33 17
63 43 34 17
2 16 13 19
2 20 14 19
2 0 16 19
2 0 18 19
2 3 18 19
2 21 18 19
2 0 21 19
2 6 21 19
2 2 22 19
2 3 22 19
2 7 22 19
2 21 22 19
2 21 25 19
2 16 27 19
2 18 34 19
18 34 8 19
18 16 13 19
18 20 14 19
18 0 16 19
18 27 17 19
18 0 18 19
18 3 18 19
18 21 18 19
18 0 21 19
18 6 21 19
18 2 22 19
18 3 22 19
18 7 22 19
18 21 22 19
18 21 25 19
18 16 27 19
18 22 31 19
18 18 34 19
56 57 5 19
56 61 6 19
56 71 8 19
56 66 10 19
56 66 11 19
56 73 12 19
56 41 13 19
56 67 13 19
56 70 14 19
56 39 17 19
56 45 21 19
56 71 21 19
56 48 22 19
56 63 26 19
56 43 30 19
56 53 31 19
56 65 31 19
56 43 32 19
56 72 33 19
56 72 34 19
82 79 5 19
82 71 8 19
82 66 10 19
82 66 11 19
82 73 12 19
82 67 13 19
82 70 14 19
82 79 17 19
82 71 21 19
82 83 22 19
82 63 26 19
82 93 27 19
82 97 28 19
82 65 31 19
82 72 33 19
82 72 34 19
14 16 12 20
14 20 13 20
14 0 15 20
14 27 16 20
14 0 17 20
14 3 17 20
14 21 17 20
14 0 20 20
14 6 20 20
14 2 21 20
14 3 21 20
14 7 21 20
14 21 21 20
14 21 24 20
14 16 26 20
14 22 30 20
14 18 33 20
14 21 34 20
15 34 7 20
15 16 12 20
15 20 13 20
15 0 15 20
15 27 16 20
15 0 17 20
15 3 17 20
15 21 17 20
15 0 20 20
15 6 20 20
15 2 21 20
15 3 21 20
15 7 21 20
15 21 21 20
15 21 24 20
15 16 26 20
15 22 30 20
15 18 33 20
15 21 34 20
35 34 7 20
35 16 12 20
35 41 12 20
35 20 13 20
35 27 16 20
35 39 16 20
35 21 17 20
35 45 20 20
35 21 21 20
35 48 21 20
35 21 24 20
35 16 26 20
35 43 29 20
35 22 30 20
35 53 30 20
35 43 31 20
35 18 33 20
35 21 34 20
89 71 7 20
89 73 11 20
89 70 13 20
89 79 16 20
89 71 20 20
89 83 21 20
89 93 26 20
89 97 27 20
89 72 32 20
89 72 33 20
89 70 34 20
105 122 22 21
105 121 23 21
105 93 25 21
105 97 26 21
105 120 27 21
105 122 34 21
11 16 10 22
11 20 11 22
11 0 13 22
11 27 14 22
11 0 15 22
11 3 15 22
11 21 15 22
11 0 18 22
11 6 18 22
11 2 19 22
11 3 19 22
11 7 19 22
11 21 19 22
11 21 22 22
11 16 24 22
11 22 28 22
11 18 31 22
11 21 32 22
87 71 5 22
87 73 9 22
87 67 10 22
87 70 11 22
87 79 14 22
87 71 18 22
87 83 19 22
87 93 24 22
87 97 25 22
87 72 30 22
87 72 31 22
87 70 32 22
57 66 5 24
57 66 6 24
57 73 7 24
57 41 8 24
57 67 8 24
57 70 9 24
57 39 12 24
57 45 16 24
57 71 16 24
57 48 17 24
57 63 21 24
57 43 25 24
57 53 26 24
57 65 26 24
57 43 27 24
57 72 28 24
57 72 29 24
57 70 30 24
79 66 5 24
79 66 6 24
79 73 7 24
79 67 8 24
79 70 9 24
79 79 12 24
79 71 16 24
79 83 17 24
79 63 21 24
79 93 22 24
79 97 23 24
79 65 26 24
79 72 28 24
79 72 29 24
79 70 30 24
61 66 5 25
61 73 6 25
61 41 7 25
61 67 7 25
61 70 8 25
61 79 11 25
61 45 15 25
61 71 15 25
61 48 16 25
61 63 20 25
61 43 24 25
61 53 25 25
61 65 25 25
61 43 26 25
61 72 27 25
61 72 28 25
61 70 29 25
34 16 5 27
34 41 5 27
34 20 6 27
34 27 9 27
34 39 9 27
34 21 10 27
34 45 13 27
34 21 14 27
34 48 14 27
34 21 17 27
34 16 19 27
34 43 22 27
34 22 23 27
34 53 23 27
34 43 24 27
34 18 26 27
34 21 27 27
34 27 34 27
71 67 5 27
71 70 6 27
71 79 9 27
71 71 13 27
71 83 14 27
71 63 18 27
71 53 23 27
71 65 23 27
71 72 25 27
71 72 26 27
71 70 27 27
71 59 33 27
71 57 34 27
66 79 7 29
66 71 11 29
66 48 12 29
66 83 12 29
66 63 16 29
66 53 21 29
66 65 21 29
66 72 23 29
66 72 24 29
66 70 25 29
66 59 31 29
66 57 32 29
66 58 33 29
66 79 6 30
66 71 10 30
66 48 11 30
66 83 11 30
66 63 15 30
66 53 20 30
66 65 20 30
66 72 22 30
66 72 23 30
66 70 24 30
66 59 30 30
66 57 31 30
66 58 32 30
73 79 5 31
73 71 9 31
73 83 10 31
73 63 14 31
73 53 19 31
73 65 19 31
73 72 21 31
73 72 22 31
73 70 23 31
73 59 29 31
73 57 30 31
73 92 30 31
73 58 31 31
16 0 5 32
16 3 5 32
16 21 5 32
16 0 8 32
16 6 8 32
16 2 9 32
16 3 9 32
16 7 9 32
16 21 9 32
16 21 12 32
16 16 14 32
16 22 18 32
16 18 21 32
16 21 22 32
16 0 25 32
16 2 25 32
16 0 26 32
16 1 26 32
16 0 28 32
16 4 28 32
16 27 29 32
16 17 30 32
16 9 31 32
16 14 32 32
16 15 32 32
41 21 5 32
41 45 8 32
41 21 9 32
41 48 9 32
41 21 12 32
41 43 17 32
41 22 18 32
41 53 18 32
41 43 19 32
41 21 22 32
41 59 28 32
41 27 29 32
41 57 29 32
41 58 30 32
41 42 34 32
67 71 8 32
67 48 9 32
67 83 9 32
67 63 13 32
67 53 18 32
67 65 18 32
67 72 20 32
67 72 21 32
67 70 22 32
67 59 28 32
67 57 29 32
67 58 30 32
67 77 34 32
20 0 7 33
20 6 7 33
20 2 8 33
20 3 8 33
20 7 8 33
20 21 8 33
20 21 11 33
20 16 13 33
20 22 17 33
20 18 20 33
20 21 21 33
20 0 24 33
20 2 24 33
20 0 25 33
20 1 25 33
20 0 27 33
20 4 27 33
20 27 28 33
20 17 29 33
20 9 30 33
20 14 31 33
20 15 31 33
20 4 34 33
20 7 34 33
70 71 7 33
70 83 8 33
70 63 12 33
70 53 17 33
70 65 17 33
70 72 19 33
70 72 20 33
70 70 21 33
70 59 27 33
70 57 28 33
70 58 29 33
70 77 33 33
0 0 5 35
0 6 5 35
0 2 6 35
0 3 6 35
0 7 6 35
0 16 11 35
0 18 18 35
0 0 22 35
0 2 22 35
0 0 23 35
0 1 23 35
0 0 25 35
0 4 25 35
0 17 27 35
0 9 28 35
0 14 29 35
0 15 29 35
0 4 32 35
0 7 32 35
27 7 5 36
27 21 5 36
27 21 8 36
27 16 10 36
27 43 13 36
27 22 14 36
27 43 15 36
27 18 17 36
27 21 18 36
27 27 25 36
27 17 26 36
27 9 27 36
27 14 28 36
27 15 28 36
27 42 30 36
27 7 31 36
27 46 34 36
39 21 5 36
39 48 5 36
39 21 8 36
39 43 13 36
39 22 14 36
39 53 14 36
39 43 15 36
39 21 18 36
39 27 25 36
39 57 25 36
39 58 26 36
39 42 30 36
39 46 34 36
79 83 5 36
79 63 9 36
79 93 10 36
79 97 11 36
79 65 14 36
79 72 16 36
79 72 17 36
79 70 18 36
79 59 24 36
79 92 25 36
79 98 29 36
79 77 30 36
0 16 9 37
0 18 16 37
0 0 20 37
0 2 20 37
0 0 21 37
0 1 21 37
0 0 23 37
0 4 23 37
0 17 25 37
0 9 26 37
0 14 27 37
0 15 27 37
0 4 30 37
0 7 30 37
3 21 7 37
3 16 9 37
3 22 13 37
3 18 16 37
3 21 17 37
3 0 20 37
3 2 20 37
3 0 21 37
3 1 21 37
3 0 23 37
3 4 23 37
3 17 25 37
3 9 26 37
3 14 27 37
3 15 27 37
3 4 30 37
3 7 30 37
21 21 7 37
21 16 9 37
21 22 13 37
21 18 16 37
21 21 17 37
21 2 20 37
21 1 21 37
21 4 23 37
21 27 24 37
21 17 25 37
21 9 26 37
21 14 27 37
21 15 27 37
21 4 30 37
21 7 30 37
21 26 34 37
0 16 6 40
0 18 13 40
0 0 17 40
0 2 17 40
0 0 18 40
0 1 18 40
0 0 20 40
0 4 20 40
0 17 22 40
0 9 23 40
0 14 24 40
0 15 24 40
0 4 27 40
0 7 27 40
6 16 6 40
6 22 10 40
6 18 13 40
6 21 14 40
6 0 17 40
6 2 17 40
6 0 18 40
6 1 18 40
6 0 20 40
6 4 20 40
6 17 22 40
6 9 23 40
6 14 24 40
6 15 24 40
6 4 27 40
6 7 27 40
45 63 5 40
45 43 9 40
45 53 10 40
45 43 11 40
45 59 20 40
45 27 21 40
45 57 21 40
45 58 22 40
45 42 26 40
45 46 30 40
45 26 31 40
45 39 32 40
45 27 34 40
45 31 34 40
71 63 5 40
71 53 10 40
71 65 10 40
71 72 12 40
71 72 13 40
71 70 14 40
71 59 20 40
71 57 21 40
71 58 22 40
71 77 26 40
2 16 5 41
2 18 12 41
2 21 13 41
2 0 16 41
2 2 16 41
2 0 17 41
2 1 17 41
2 0 19 41
2 4 19 41
2 17 21 41
2 9 22 41
2 14 23 41
2 15 23 41
2 4 26 41
2 7 26 41
3 16 5 41
3 22 9 41
3 18 12 41
3 21 13 41
3 0 16 41
3 2 16 41
3 0 17 41
3 1 17 41
3 0 19 41
3 4 19 41
3 17 21 41
3 9 22 41
3 14 23 41
3 15 23 41
3 4 26 41
3 7 26 41
7 16 5 41
7 22 9 41
7 18 12 41
7 21 13 41
7 0 16 41
7 2 16 41
7 0 17 41
7 1 17 41
7 0 19 41
7 4 19 41
7 17 21 41
7 9 22 41
7 14 23 41
7 15 23 41
7 4 26 41
7 7 26 41
7 26 30 41
21 16 5 41
21 22 9 41
21 18 12 41
21 21 13 41
21 2 16 41
21 1 17 41
21 4 19 41
21 27 20 41
21 17 21 41
21 9 22 41
21 14 23 41
21 15 23 41
21 4 26 41
21 7 26 41
21 26 30 41
21 39 31 41
21 27 33 41
21 31 33 41
48 43 8 41
48 53 9 41
48 65 9 41
48 43 10 41
48 59 19 41
48 57 20 41
48 58 21 41
48 42 25 41
48 46 29 41
48 39 31 41
48 31 33 41
83 93 5 41
83 97 6 41
83 65 9 41
83 72 11 41
83 72 12 41
83 70 13 41
83 92 20 41
83 98 24 41
83 77 25 41
83 99 26 41
83 91 31 41
125 120 6 42
125 127 8 42
125 122 13 42
125 127 13 42
125 127 16 42
125 115 17 42
125 126 20 42
125 127 20 42
125 117 21 42
125 108 28 42
125 111 29 42
125 106 32 42
125 109 34 42
122 120 5 43
122 127 7 43
122 122 12 43
122 127 12 43
122 127 15 43
122 115 16 43
122 126 19 43
122 127 19 43
122 117 20 43
122 108 27 43
122 111 28 43
122 106 31 43
122 109 33 43
21 22 6 44
21 18 9 44
21 21 10 44
21 2 13 44
21 1 14 44
21 4 16 44
21 27 17 44
21 17 18 44
21 9 19 44
21 14 20 44
21 15 20 44
21 4 23 44
21 7 23 44
21 26 27 44
21 39 28 44
21 27 30 44
21 31 30 44
21 5 33 44
121 127 6 44
121 122 11 44
121 127 11 44
121 127 14 44
121 115 15 44
121 126 18 44
121 127 18 44
121 117 19 44
121 108 26 44
121 111 27 44
121 106 30 44
121 109 32 44
63 53 5 45
63 65 5 45
63 43 6 45
63 72 7 45
63 72 8 45
63 70 9 45
63 59 15 45
63 57 16 45
63 58 17 45
63 77 21 45
63 46 25 45
63 59 34 45
16 18 7 46
16 21 8 46
16 0 11 46
16 2 11 46
16 0 12 46
16 1 12 46
16 0 14 46
16 4 14 46
16 27 15 46
16 17 16 46
16 9 17 46
16 14 18 46
16 15 18 46
16 4 21 46
16 7 21 46
16 26 25 46
16 27 28 46
16 31 28 46
16 5 31 46
93 92 15 46
93 98 19 46
93 77 20 46
93 99 21 46
93 108 24 46
93 111 25 46
93 91 26 46
93 106 28 46
93 109 30 46
93 92 32 46
97 115 12 47
97 92 14 47
97 98 18 47
97 77 19 47
97 99 20 47
97 108 23 47
97 111 24 47
97 91 25 47
97 106 27 47
97 109 29 47
97 92 31 47
120 122 7 48
120 127 7 48
120 127 10 48
120 115 11 48
120 126 14 48
120 127 14 48
120 117 15 48
120 108 22 48
120 111 23 48
120 106 26 48
120 109 28 48
120 124 31 48
120 125 32 48
120 103 34 48
43 59 11 49
43 27 12 49
43 57 12 49
43 58 13 49
43 42 17 49
43 46 21 49
43 26 22 49
43 39 23 49
43 27 25 49
43 31 25 49
43 59 30 49
43 56 33 49
22 2 7 50
22 4 10 50
22 27 11 50
22 17 12 50
22 9 13 50
22 14 14 50
22 15 14 50
22 4 17 50
22 7 17 50
22 26 21 50
22 39 22 50
22 27 24 50
22 31 24 50
22 5 27 50
22 11 34 50
53 59 10 50
53 57 11 50
53 58 12 50
53 42 16 50
53 46 20 50
53 39 22 50
53 59 29 50
53 56 32 50
65 59 10 50
65 57 11 50
65 58 12 50
65 77 16 50
65 46 20 50
65 59 29 50
65 56 32 50
127 122 5 50
127 127 5 50
127 127 8 50
127 115 9 50
127 126 12 50
127 127 12 50
127 117 13 50
127 108 20 50
127 111 21 50
127 109 26 50
127 124 29 50
127 125 30 50
127 127 34 50
43 59 9 51
43 27 10 51
43 57 10 51
43 58 11 51
43 42 15 51
43 46 19 51
43 26 20 51
43 39 21 51
43 27 23 51
43 31 23 51
43 59 28 51
43 56 31 51
43 29 34 51
43 49 34 51
72 59 8 52
72 57 9 52
72 58 10 52
72 77 14 52
72 91 20 52
72 59 27 52
72 56 30 52
72 87 33 52
18 0 5 53
18 1 5 53
18 0 7 53
18 4 7 53
18 27 8 53
18 17 9 53
18 9 10 53
18 14 11 53
18 15 11 53
18 4 14 53
18 7 14 53
18 26 18 53
18 27 21 53
18 31 21 53
18 5 24 53
18 11 31 53
18 29 32 53
72 59 7 53
72 57 8 53
72 58 9 53
72 77 13 53
72 91 19 53
72 59 26 53
72 56 29 53
72 87 32 53
21 4 6 54
21 27 7 54
21 17 8 54
21 9 9 54
21 14 10 54
21 15 10 54
21 4 13 54
21 7 13 54
21 26 17 54
21 39 18 54
21 27 20 54
21 31 20 54
21 5 23 54
21 11 30 54
21 29 31 54
21 7 34 54
21 26 34 54
70 59 6 54
70 57 7 54
70 58 8 54
70 77 12 54
70 59 25 54
70 56 28 54
70 87 31 54
70 85 34 54
122 126 7 55
122 127 7 55
122 117 8 55
122 108 15 55
122 111 16 55
122 106 19 55
122 109 21 55
122 124 24 55
122 125 25 55
122 103 27 55
122 105 29 55
122 127 29 55
122 126 34 55
127 126 7 55
127 127 7 55
127 117 8 55
127 108 15 55
127 111 16 55
127 109 21 55
127 124 24 55
127 125 25 55
127 127 29 55
127 126 34 55
0 17 5 57
0 9 6 57
0 14 7 57
0 15 7 57
0 4 10 57
0 7 10 57
0 5 20 57
0 11 27 57
0 7 31 57
2 17 5 57
2 9 6 57
2 14 7 57
2 15 7 57
2 4 10 57
2 7 10 57
2 5 20 57
2 11 27 57
2 7 31 57
0 9 5 58
0 14 6 58
0 15 6 58
0 4 9 58
0 7 9 58
0 5 19 58
0 11 26 58
0 7 30 58
1 9 5 58
1 14 6 58
1 15 6 58
1 4 9 58
1 7 9 58
1 5 19 58
1 11 26 58
1 7 30 58
127 117 5 58
127 108 12 58
127 111 13 58
127 109 18 58
127 124 21 58
127 125 22 58
127 127 26 58
127 126 31 58
127 123 32 58
115 98 6 59
115 99 8 59
115 108 11 59
115 111 12 59
115 106 15 59
115 109 17 59
115 124 20 59
115 125 21 59
115 103 23 59
115 101 24 59
115 105 25 59
115 127 25 59
115 126 30 59
115 123 31 59
115 102 33 59
115 100 34 59
0 4 7 60
0 7 7 60
0 5 17 60
0 11 24 60
0 7 28 60
4 4 7 60
4 7 7 60
4 5 17 60
4 11 24 60
4 7 28 60
59 42 6 60
59 77 6 60
59 46 10 60
59 39 12 60
59 59 19 60
59 56 22 60
59 49 25 60
59 54 30 60
59 57 33 60
27 42 5 61
27 7 6 61
27 46 9 61
27 26 10 61
27 39 11 61
27 27 13 61
27 31 13 61
27 11 23 61
27 29 24 61
27 7 27 61
27 26 27 61
27 24 30 61
27 19 34 61
57 42 5 61
57 46 9 61
57 39 11 61
57 59 18 61
57 56 21 61
57 49 24 61
57 54 29 61
57 57 32 61
92 77 5 61
92 99 6 61
92 108 9 61
92 111 10 61
92 91 11 61
92 106 13 61
92 109 15 61
92 92 17 61
92 103 21 61
92 101 22 61
92 105 23 61
92 87 24 61
92 85 27 61
92 102 31 61
92 100 32 61
92 95 34 61
17 4 5 62
17 7 5 62
17 26 9 62
17 27 12 62
17 31 12 62
17 5 15 62
17 11 22 62
17 29 23 62
17 7 26 62
17 26 26 62
17 24 29 62
17 19 33 62
58 46 8 62
58 39 10 62
58 59 17 62
58 56 20 62
58 49 23 62
58 54 28 62
58 57 31 62
126 108 8 62
126 111 9 62
126 106 12 62
126 109 14 62
126 124 17 62
126 125 18 62
126 127 22 62
126 126 27 62
126 123 28 62
127 108 8 62
127 111 9 62
127 109 14 62
127 124 17 62
127 125 18 62
127 127 22 62
127 126 27 62
127 123 28 62
9 26 8 63
9 27 11 63
9 5 14 63
9 11 21 63
9 7 25 63
9 26 25 63
9 24 28 63
9 19 32 63
117 108 7 63
117 111 8 63
117 106 11 63
117 109 13 63
117 124 16 63
117 125 17 63
117 103 19 63
117 101 20 63
117 105 21 63
117 127 21 63
117 126 26 63
117 123 27 63
117 102 29 63
117 100 30 63
117 127 34 63
14 26 7 64
14 27 10 64
14 31 10 64
14 5 13 64
14 11 20 64
14 29 21 64
14 7 24 64
14 26 24 64
14 24 27 64
14 19 31 64
14 4 34 64
15 26 7 64
15 27 10 64
15 31 10 64
15 5 13 64
15 11 20 64
15 29 21 64
15 7 24 64
15 26 24 64
15 24 27 64
15 19 31 64
15 4 34 64
98 108 5 65
98 111 6 65
98 91 7 65
98 106 9 65
98 109 11 65
98 92 13 65
98 103 17 65
98 101 18 65
98 105 19 65
98 87 20 65
98 85 23 65
98 102 27 65
98 100 28 65
98 95 30 65
98 94 34 65
42 26 5 66
42 39 6 66
42 27 8 66
42 31 8 66
42 59 13 66
42 56 16 66
42 29 19 66
42 49 19 66
42 26 22 66
42 54 24 66
42 24 25 66
42 57 27 66
42 43 33 66
42 43 34 66
77 91 6 66
77 92 12 66
77 59 13 66
77 87 19 66
77 85 22 66
77 57 27 66
77 95 29 66
77 94 33 66
77 93 34 66
4 5 10 67
4 11 17 67
4 7 21 67
4 19 28 67
4 4 31 67
4 17 32 67
7 5 10 67
7 11 17 67
7 7 21 67
7 26 21 67
7 24 24 67
7 19 28 67
7 4 31 67
7 17 32 67
99 91 5 67
99 106 7 67
99 109 9 67
99 92 11 67
99 103 15 67
99 101 16 67
99 105 17 67
99 87 18 67
99 85 21 67
99 102 25 67
99 100 26 67
99 95 28 67
99 94 32 67
99 93 33 67
99 96 34 67
46 59 9 70
46 56 12 70
46 29 15 70
46 49 15 70
46 26 18 70
46 54 20 70
46 57 23 70
46 43 29 70
46 43 30 70
108 109 6 70
108 92 8 70
108 124 9 70
108 125 10 70
108 103 12 70
108 101 13 70
108 105 14 70
108 127 14 70
108 126 19 70
108 123 20 70
108 102 22 70
108 100 23 70
108 95 25 70
108 127 27 70
108 94 29 70
108 93 30 70
108 96 31 70
26 11 13 71
26 29 14 71
26 7 17 71
26 26 17 71
26 24 20 71
26 19 24 71
26 17 28 71
26 43 28 71
26 43 29 71
111 109 5 71
111 92 7 71
111 124 8 71
111 125 9 71
111 103 11 71
111 101 12 71
111 105 13 71
111 127 13 71
111 126 18 71
111 123 19 71
111 102 21 71
111 100 22 71
111 95 24 71
111 127 26 71
111 94 28 71
111 93 29 71
111 96 30 71
39 56 10 72
39 29 13 72
39 49 13 72
39 26 16 72
39 54 18 72
39 24 19 72
39 57 21 72
39 19 23 72
39 43 27 72
39 43 28 72
91 92 6 72
91 103 10 72
91 101 11 72
91 105 12 72
91 87 13 72
91 85 16 72
91 102 20 72
91 100 21 72
91 95 23 72
91 94 27 72
91 93 28 72
91 96 29 72
27 11 10 74
27 29 11 74
27 7 14 74
27 26 14 74
27 24 17 74
27 19 21 74
27 17 25 74
27 43 25 74
27 43 26 74
31 11 10 74
31 29 11 74
31 49 11 74
31 26 14 74
31 24 17 74
31 19 21 74
31 17 25 74
31 43 25 74
31 43 26 74
106 124 5 74
106 125 6 74
106 103 8 74
106 101 9 74
106 105 10 74
106 87 11 74
106 123 16 74
106 102 18 74
106 100 19 74
106 95 21 74
106 94 25 74
106 93 26 74
106 96 27 74
109 103 6 76
109 101 7 76
109 105 8 76
109 127 8 76
109 126 13 76
109 123 14 76
109 102 16 76
109 100 17 76
109 95 19 76
109 127 21 76
109 94 23 76
109 93 24 76
109 96 25 76
5 11 7 77
5 7 11 77
5 24 14 77
5 19 18 77
5 4 21 77
5 17 22 77
92 101 5 78
92 105 6 78
92 87 7 78
92 85 10 78
92 102 14 78
92 100 15 78
92 95 17 78
92 94 21 78
92 93 22 78
92 96 23 78
59 49 6 79
59 54 11 79
59 57 14 79
59 43 20 79
59 43 21 79
124 105 5 79
124 127 5 79
124 126 10 79
124 123 11 79
124 127 18 79
125 126 9 80
125 123 10 80
125 127 17 80
56 54 8 82
56 57 11 82
56 43 17 82
56 43 18 82
103 85 6 82
103 102 10 82
103 100 11 82
103 95 13 82
103 94 17 82
103 93 18 82
103 96 19 82
101 85 5 83
101 102 9 83
101 100 10 83
101 95 12 83
101 94 16 83
101 93 17 83
101 96 18 83
11 24 7 84
11 19 11 84
11 4 14 84
11 17 15 84
105 123 6 84
105 102 8 84
105 100 9 84
105 95 11 84
105 94 15 84
105 93 16 84
105 96 17 84
127 126 5 84
127 123 6 84
127 127 13 84
29 24 6 85
29 19 10 85
29 17 14 85
29 43 14 85
29 43 15 85
49 54 5 85
49 57 8 85
49 43 14 85
49 43 15 85
87 102 7 85
87 100 8 85
87 95 10 85
87 94 14 85
87 93 15 85
87 96 16 85
7 19 7 88
7 4 10 88
7 17 11 88
26 19 7 88
26 17 11 88
26 43 11 88
26 43 12 88
85 100 5 88
85 95 7 88
85 94 11 88
85 93 12 88
85 96 13 88
126 127 8 89
54 43 9 90
54 43 10 90
123 127 7 90
24 4 7 91
24 17 8 91
24 43 8 91
24 43 9 91
102 94 7 92
102 93 8 92
102 96 9 92
57 43 6 93
57 43 7 93
100 94 6 93
100 93 7 93
100 96 8 93
95 93 5 95
95 96 6 95
snippetList_name2 - album2_uptown-funkv2_cut4mobilesinging.wav_stft.txt_vectors.txt
102 113 5 1
102 111 8 1
102 101 9 1
102 101 10 1
102 99 12 1
102 108 14 1
102 108 17 1
102 99 28 1
102 99 29 1
102 97 30 1
102 86 34 1
91 101 7 3
91 101 8 3
91 99 10 3
91 108 12 3
91 108 15 3
91 74 25 3
91 99 26 3
91 99 27 3
91 97 28 3
91 71 31 3
91 86 32 3
91 99 33 3
43 43 11 4
43 31 14 4
43 43 16 4
43 26 22 4
43 46 22 4
43 46 23 4
43 26 24 4
43 49 24 4
43 46 30 4
43 57 32 4
67 67 10 4
67 68 16 4
67 69 22 4
67 49 24 4
67 74 24 4
67 71 30 4
67 86 31 4
67 57 32 4
58 67 9 5
58 43 10 5
58 43 15 5
58 68 15 5
58 46 21 5
58 69 21 5
58 46 22 5
58 49 23 5
58 74 23 5
58 46 29 5
58 71 29 5
58 57 31 5
5 6 12 6
5 7 12 6
5 22 12 6
5 5 14 6
5 14 14 6
5 17 14 6
5 9 21 6
5 9 28 6
5 21 28 6
5 0 30 6
5 3 30 6
5 9 30 6
5 18 30 6
26 43 9 6
26 6 12 6
26 7 12 6
26 22 12 6
26 31 12 6
26 14 14 6
26 17 14 6
26 43 14 6
26 26 20 6
26 9 21 6
26 26 22 6
26 9 28 6
26 21 28 6
26 9 30 6
26 18 30 6
113 101 5 6
113 99 7 6
113 108 9 6
113 108 12 6
113 99 23 6
113 99 24 6
113 97 25 6
113 99 30 6
18 6 9 9
18 7 9 9
18 22 9 9
18 31 9 9
18 5 11 9
18 14 11 9
18 17 11 9
18 26 17 9
18 9 18 9
18 26 19 9
18 9 25 9
18 21 25 9
18 0 27 9
18 3 27 9
18 9 27 9
18 18 27 9
18 19 32 9
18 32 32 9
111 108 6 9
111 108 9 9
111 99 20 9
111 99 21 9
111 97 22 9
111 99 27 9
101 108 5 10
101 108 8 10
101 99 19 10
101 99 20 10
101 97 21 10
101 86 25 10
101 99 26 10
101 108 7 11
101 99 18 11
101 99 19 11
101 97 20 11
101 86 24 11
101 99 25 11
99 108 5 13
99 99 16 13
99 99 17 13
99 97 18 13
99 86 22 13
99 99 23 13
99 79 26 13
67 68 6 14
67 69 12 14
67 49 14 14
67 74 14 14
67 71 20 14
67 86 21 14
67 57 22 14
67 79 25 14
67 67 27 14
43 43 5 15
43 26 11 15
43 46 11 15
43 46 12 15
43 26 13 15
43 49 13 15
43 46 19 15
43 57 21 15
43 32 26 15
108 99 14 15
108 99 15 15
108 97 16 15
108 99 21 15
108 100 34 15
6 9 9 18
6 9 16 18
6 21 16 18
6 0 18 18
6 3 18 18
6 9 18 18
6 18 18 18
6 19 23 18
6 1 34 18
6 3 34 18
6 11 34 18
6 15 34 18
7 26 8 18
7 9 9 18
7 26 10 18
7 9 16 18
7 21 16 18
7 0 18 18
7 3 18 18
7 9 18 18
7 18 18 18
7 19 23 18
7 1 34 18
7 3 34 18
7 11 34 18
7 15 34 18
22 26 8 18
22 9 9 18
22 26 10 18
22 9 16 18
22 21 16 18
22 3 18 18
22 9 18 18
22 18 18 18
22 19 23 18
22 32 23 18
22 3 34 18
22 11 34 18
22 15 34 18
31 26 8 18
31 46 8 18
31 46 9 18
31 26 10 18
31 49 10 18
31 21 16 18
31 46 16 18
31 18 18 18
31 19 23 18
31 32 23 18
31 48 32 18
31 11 34 18
31 15 34 18
108 99 11 18
108 99 12 18
108 97 13 18
108 99 18 18
108 100 31 18
5 9 7 20
5 9 14 20
5 21 14 20
5 0 16 20
5 3 16 20
5 9 16 20
5 18 16 20
5 19 21 20
5 1 32 20
5 3 32 20
5 11 32 20
5 15 32 20
14 26 6 20
14 9 7 20
14 26 8 20
14 9 14 20
14 21 14 20
14 0 16 20
14 3 16 20
14 9 16 20
14 18 16 20
14 19 21 20
14 32 21 20
14 1 32 20
14 3 32 20
14 11 32 20
14 15 32 20
17 26 6 20
17 9 7 20
17 26 8 20
17 9 14 20
17 21 14 20
17 0 16 20
17 3 16 20
17 9 16 20
17 18 16 20
17 19 21 20
17 32 21 20
17 1 32 20
17 3 32 20
17 11 32 20
17 15 32 20
43 26 6 20
43 46 6 20
43 46 7 20
43 26 8 20
43 49 8 20
43 46 14 20
43 57 16 20
43 32 21 20
43 48 30 20
43 62 32 20
43 56 33 20
68 69 6 20
68 49 8 20
68 74 8 20
68 71 14 20
68 86 15 20
68 57 16 20
68 79 19 20
68 67 21 20
68 48 30 20
68 73 30 20
68 62 32 20
68 64 32 20
68 56 33 20
68 66 33 20
26 9 8 26
26 21 8 26
26 9 10 26
26 18 10 26
26 19 15 26
26 32 15 26
26 11 26 26
26 15 26 26
26 14 31 26
46 46 8 26
46 57 10 26
46 32 15 26
46 48 24 26
46 62 26 26
46 64 26 26
46 56 27 26
46 58 31 26
46 64 31 26
69 71 8 26
69 86 9 26
69 57 10 26
69 79 13 26
69 67 15 26
69 73 24 26
69 62 26 26
69 64 26 26
69 56 27 26
69 66 27 26
69 58 31 26
69 64 31 26
9 9 7 27
9 21 7 27
9 0 9 27
9 3 9 27
9 9 9 27
9 18 9 27
9 19 14 27
9 1 25 27
9 3 25 27
9 11 25 27
9 15 25 27
